x,y,predict_label_neural,predict_label_1nn,predict_label_3nn,label,predict_label_NB,predict_label_svm
30.268,-58.755,7,9,9,9,79,7
4.1647,-81.347,9,9,7,9,79,7
-66.593,-4.6996,9,9,9,9,79,7
-4.2401,64.942,7,9,9,9,79,7
30.593000000000004,-58.464,7,9,7,9,79,7
-45.898,-54.371,7,9,9,9,79,7
-46.507,-56.37,9,9,9,9,79,7
-56.45,-25.691999999999997,9,9,9,9,79,7
-56.475,-25.554000000000002,9,9,9,9,79,7
24.730999999999998,55.793,7,9,9,9,79,7
-13.390999999999998,62.388999999999996,7,9,9,9,79,7
70.729,-4.6892,6,9,9,9,9,7
62.248000000000005,16.217,3,6,0,9,89,7
74.442,10.424000000000001,6,53,0,9,7,7
38.181,30.875999999999998,7,9,9,9,78,7
40.866,32.997,7,9,9,9,78,7
30.943,40.923,7,9,9,9,78,7
28.145,23.754,7,9,9,9,78,7
-1.6583,17.442999999999998,6,9,9,9,28,6
29.605999999999998,12.710999999999999,6,6,6,9,28,6
-31.701999999999998,10.375,6,9,9,9,28,6
16.02,15.546,6,9,9,9,28,6
4.4304,-17.041,6,9,9,9,29,6
-31.081,2.7888,6,9,9,9,28,6
26.622,0.14065,6,11,0,9,28,6
13.388,11.737,6,9,9,9,28,6
-11.027999999999999,4.2708,6,6,6,9,28,6
-33.719,-3.4049,6,9,9,9,28,6
-16.833,-12.811,6,6,6,9,28,6
-12.7,13.412,6,9,9,9,97,6
-13.636,5.5152,6,9,9,9,28,6
1.7372,11.527000000000001,6,9,9,9,28,6
17.08,-4.2119,6,6,6,9,29,6
-7.4884,-4.7113,6,7,0,9,6,6
-6.3582,-8.2985,6,9,9,9,6,6
35.696999999999996,-2.399,6,9,9,9,97,6
11.112,-15.924000000000001,6,6,0,9,86,6
-35.546,5.1941,6,9,9,9,28,6
-56.43899999999999,-28.736,9,9,9,9,79,9
-17.921,18.624000000000002,6,9,9,9,86,6
-19.879,22.519000000000002,6,6,0,9,86,6
-20.872,23.281999999999996,6,6,0,9,86,6
-37.094,3.4906,6,9,9,9,86,6
2.4452,20.488000000000003,6,9,9,9,86,6
35.671,-10.171,6,6,6,9,28,6
-10.075,7.2658,6,9,9,9,28,6
15.71,3.6921,6,9,9,9,55,6
13.602,23.494,6,9,9,9,28,6
-26.546,22.763,52,10,10,9,28,6
-26.01,25.46,6,6,6,9,28,6
33.071999999999996,-0.61729,6,9,9,9,28,6
12.409,23.243000000000002,6,7,12,9,28,6
-3.074,12.999,6,9,9,9,86,6
0.067621,74.887,6,9,9,9,9,7
1.9557,54.428999999999995,6,9,9,9,89,7
66.283,6.0303,6,9,9,9,7,7
39.478,17.835,7,9,9,9,78,7
26.761,25.805999999999997,7,9,9,9,78,7
-23.095,20.764,6,9,9,9,28,6
27.074,10.708,6,9,9,9,28,6
27.081,-0.4967,6,9,9,9,28,6
4.4405,-17.028,6,9,9,9,29,6
31.413,12.889000000000001,6,9,9,9,28,6
-32.445,11.389000000000001,6,9,9,9,28,6
-27.186,0.16929,6,9,9,9,28,6
21.697,9.101,6,6,0,9,28,6
-15.411,7.8049,6,6,6,9,28,6
16.437,16.701,6,9,9,9,28,6
-27.044,14.57,6,6,6,9,28,6
-7.9286,-5.7522,6,9,9,9,6,6
-14.854000000000001,7.5631,6,9,9,9,28,6
19.414,1.2193,6,9,9,9,28,6
17.527,-0.84572,6,6,6,9,6,6
-20.715999999999998,-3.3479,6,9,9,9,86,6
-16.479,-3.0789999999999997,6,9,9,9,97,6
-11.105,-17.02,6,9,9,9,97,6
-9.7929,-13.869000000000002,6,9,9,9,86,6
-20.914,1.0271,6,9,9,9,86,6
29.459,-58.713,9,9,9,9,79,9
10.515,23.193,6,9,9,9,28,6
34.302,-10.129,6,9,9,9,97,6
35.825,-4.6314,6,9,9,9,97,6
-17.706,18.581,6,10,0,9,97,6
13.072000000000001,-18.845,12,9,9,9,28,6
-19.83,22.892,12,9,9,9,28,6
-19.363,-5.8389,6,9,9,9,28,6
-3.3765,14.533,6,9,9,9,28,6
11.693,1.3656,6,12,0,9,86,6
5.3274,22.22,6,9,9,9,28,6
14.485999999999999,23.445,6,9,9,9,86,6
13.088,-18.86,6,9,9,9,28,6
-35.122,6.4023,6,9,0,9,28,6
33.153,-1.0808,6,9,9,9,86,6
-78.032,8.1175,6,9,9,9,7,7
15.374,49.766999999999996,3,9,9,9,89,7
52.685,58.922,6,9,9,9,79,7
35.863,19.107,3,84,0,9,78,7
38.81,27.869,7,110,0,9,78,7
15.216,1.794,6,6,6,9,6,6
34.243,13.363,6,9,9,9,28,6
-26.449,14.481,6,9,9,9,28,6
-15.290999999999999,7.6043,6,9,9,9,28,6
21.985,9.1875,6,9,9,9,28,6
-33.598,-3.6665,6,6,6,9,28,6
33.556999999999995,13.42,6,6,6,9,28,6
-32.114000000000004,13.919,6,9,9,9,28,6
-27.755,-1.4908,6,9,9,9,28,6
4.5436,-16.689,6,9,9,9,29,6
4.5621,18.268,6,9,9,9,28,6
31.471999999999998,-6.4008,6,9,9,9,28,6
4.4464,-17.351,6,9,9,9,29,6
-27.165,-0.032560000000000006,6,9,9,9,28,6
11.527000000000001,14.484000000000002,6,9,9,9,74,6
34.715,8.7547,6,9,9,9,86,6
-16.365,-2.5127,6,9,9,9,97,6
27.267,-11.258,6,9,9,9,97,6
-2.8251,15.117,6,9,9,9,28,6
-13.372,10.295,6,9,9,9,86,6
26.926,52.354,9,9,9,9,79,9
12.040999999999999,-21.358,6,9,9,9,86,6
-38.069,2.0291,6,9,9,9,86,6
17.687,4.4357,6,9,9,9,97,6
11.947000000000001,7.1037,6,9,9,9,86,6
29.304000000000002,-13.995999999999999,6,9,9,9,97,6
36.665,7.376,12,9,9,9,28,6
12.806,-17.901,6,9,0,9,28,6
32.655,-5.9692,12,9,9,9,28,6
-32.793,6.6457,6,9,9,9,86,6
10.380999999999998,-13.205,6,9,9,9,28,6
27.375,-9.1353,6,9,9,9,28,6
-1.3473,18.771,6,9,9,9,28,6
-23.09,2.8542,6,9,9,9,86,6
-20.675,20.816999999999997,6,9,9,9,28,6
-72.444,13.659,6,9,9,9,7,7
64.459,18.774,52,9,9,9,89,7
51.098,57.598,6,9,9,9,79,7
37.149,21.820999999999998,7,9,9,9,78,7
33.829,31.397,7,9,9,9,78,7
10.515999999999998,10.1,6,9,9,9,86,6
-32.260999999999996,15.355,6,6,6,9,28,6
34.147,13.36,6,9,9,9,28,6
-9.4127,-4.4465,6,9,9,9,28,6
13.452,10.498,6,6,6,9,28,6
22.448,-7.2695,6,9,9,9,28,6
-17.394000000000002,-13.526,6,9,9,9,28,6
-28.378,-1.4533,6,9,9,9,28,6
16.293,16.227,6,9,9,9,28,6
24.256999999999998,2.0029,6,9,0,9,28,6
2.6565,14.353,6,9,9,9,28,6
-1.4354,16.836,6,9,9,9,28,6
16.142,16.000999999999998,6,9,9,9,28,6
6.2397,-14.152000000000001,6,9,9,9,29,6
-25.21,9.5126,6,6,6,9,6,6
-25.426,18.587,6,9,9,9,28,6
-16.453,-2.6522,6,9,9,9,97,6
-2.4727,15.523,6,6,6,9,86,6
-11.04,-19.248,6,6,6,9,86,6
12.1,6.9418,6,9,9,9,86,6
-10.989,65.462,9,9,9,9,79,9
-37.719,2.0146,6,9,9,9,86,6
-10.97,-19.085,6,9,9,9,97,6
20.188,7.0446,6,9,9,9,97,6
-13.196,10.259,6,9,9,9,86,6
13.106,-18.94,6,9,9,9,28,6
-38.812,0.5898,6,9,9,9,28,6
-9.732000000000001,-14.775,6,9,9,9,28,6
34.735,-11.331,6,9,9,9,28,6
-18.871,19.279,6,9,9,9,28,6
30.772,6.0162,6,9,9,9,86,6
-35.349000000000004,6.3044,6,9,9,9,28,6
-22.462,25.355999999999998,6,9,9,9,28,6
-10.084,-16.851,6,9,9,9,28,6
-21.328000000000003,21.151,6,9,9,9,28,6
-66.226,17.119,6,9,9,9,7,7
4.8559,54.464,6,9,9,9,89,7
11.902999999999999,72.679,6,89,0,9,105,7
40.165,43.06399999999999,7,9,9,9,78,7
34.086999999999996,28.881999999999998,7,9,9,9,78,7
27.894000000000002,-9.9065,6,6,6,9,97,6
-15.544,7.7938,6,9,9,9,28,6
10.449000000000002,3.9824,6,9,9,9,29,6
-31.997,16.372,6,9,9,9,28,6
4.2087,-19.666,6,9,9,9,28,6
-16.402,12.933,6,9,9,9,28,6
-13.742,5.4492,6,9,9,9,6,6
2.9108,15.163,6,6,6,9,28,6
-12.612,-7.9622,6,9,9,9,28,6
4.3996,-17.795,6,9,9,9,29,6
30.188000000000002,12.748,6,9,9,9,28,6
-9.2885,-12.363,6,9,9,9,97,6
25.214000000000002,1.656,6,9,9,9,28,6
16.269000000000002,16.275,6,9,9,9,28,6
11.657,14.638,6,9,9,9,86,6
31.843000000000004,7.5262,6,9,9,9,86,6
-6.346,-8.9183,6,6,6,9,97,6
17.344,4.1235,6,9,0,9,86,6
15.552999999999999,3.0041,6,6,6,9,86,6
-2.9563,13.595,6,9,9,9,86,6
28.021,79.05199999999999,9,9,9,9,79,9
4.1713,21.927,6,9,9,9,86,6
-9.3386,6.3921,6,9,9,9,86,6
-26.796,21.961,6,9,9,9,97,6
-25.94,21.684,6,9,9,9,97,6
15.718,3.5725,6,9,9,9,86,6
11.629000000000001,1.5993,6,9,9,9,86,6
-0.69025,19.085,6,9,9,9,28,6
-8.4955,-10.118,6,9,9,9,86,6
-19.188,-2.0902,6,6,6,9,28,6
11.747,-15.575,52,9,9,9,28,6
9.2022,15.214,12,9,9,9,86,6
-8.5637,-11.478,6,9,9,9,28,6
12.807,-17.660999999999998,6,9,9,9,28,6
-9.7534,-14.863,6,9,0,9,28,6
-18.984,68.367,6,9,9,9,7,7
6.5486,54.155,6,9,9,9,89,7
73.391,9.422,6,9,9,9,7,7
28.926,28.535,7,9,9,9,78,7
37.935,35.266,7,107,0,9,78,7
-10.91,-17.0,6,9,9,9,28,6
19.026,2.7595,6,9,9,9,86,6
13.925,9.1084,6,9,9,9,28,6
-33.696,-3.3716,6,9,9,9,28,6
1.6862,11.505,6,9,9,9,28,6
26.613000000000003,10.477,6,9,9,9,29,6
-33.724000000000004,-3.8735,6,9,9,9,28,6
22.133000000000003,-2.9305,6,9,9,9,28,6
-19.932000000000002,14.005,6,9,9,9,28,6
31.241,13.105,6,6,6,9,29,6
-23.456999999999997,13.353,6,9,9,9,28,6
-34.635999999999996,5.5107,6,9,9,9,28,6
24.101999999999997,2.046,6,9,9,9,28,6
2.7117,14.433,6,9,9,9,28,6
-25.872,10.113999999999999,6,9,9,9,28,6
-9.888,-9.7501,6,9,9,9,86,6
-5.2355,-9.5138,6,9,9,9,86,6
-10.270999999999999,9.459,6,9,9,9,86,6
24.136999999999997,6.7649,6,9,9,9,86,6
37.458,8.5554,6,9,9,9,28,6
-0.24201,-65.32,9,9,9,9,79,9
15.23,1.072,6,9,9,9,97,6
10.34,10.632,6,9,9,9,86,6
-20.365,-4.846,6,9,9,9,97,6
-20.322,-5.8183,6,9,9,9,97,6
11.669,2.0752,6,57,0,9,86,6
-10.6,9.9005,12,9,9,9,28,6
-31.104,6.6742,6,6,0,9,86,6
31.695999999999998,6.0998,12,9,9,9,86,6
33.687,6.3258,6,9,9,9,28,6
27.441,-8.9885,6,6,0,9,28,6
29.416999999999998,6.0157,6,9,9,9,86,6
-33.025,6.6234,6,9,9,9,86,6
-19.383,-0.6947399999999999,6,9,9,9,28,6
12.642999999999999,-17.636,12,9,9,9,28,6
-15.529000000000002,72.101,6,9,9,9,7,7
10.417,52.748999999999995,3,9,9,9,89,7
57.923,61.7,6,9,9,9,105,7
33.249,29.87,7,9,9,9,78,7
38.445,35.111,7,9,9,9,78,7
38.661,9.1088,6,6,6,9,86,6
17.435,1.35,6,9,9,9,28,6
23.619,10.421,6,9,9,9,28,6
-28.796999999999997,-3.2199,6,9,9,9,28,6
-31.864,16.678,6,9,9,9,28,6
-5.8241,3.6167,6,9,9,9,6,6
-15.992,7.7969,6,9,9,9,28,6
-19.86,14.091,6,9,9,9,28,6
4.8701,-15.864,6,9,9,9,29,6
30.561999999999998,13.127,6,6,6,9,29,6
-32.306,1.239,6,9,9,9,28,6
27.813000000000002,6.3785,6,9,9,9,86,6
21.691999999999997,-4.2749,6,9,9,9,29,6
-32.558,12.663,6,9,9,9,28,6
-11.573,-8.7046,6,9,9,9,6,6
-33.836999999999996,4.7931,6,107,6,9,86,6
10.185,-15.217,6,9,9,9,97,6
30.62,-13.08,6,9,9,9,97,6
-20.237000000000002,-5.4033,6,9,9,9,86,6
-13.917,14.61,6,9,9,9,86,6
27.198,53.449,9,9,9,9,79,9
-38.059,0.96259,6,9,9,9,86,6
31.23,-12.890999999999998,6,9,9,9,28,6
11.612,0.64762,6,9,9,9,86,6
15.549000000000001,1.7724,6,9,9,9,97,6
-26.304000000000002,22.629,6,9,9,9,28,6
-38.792,1.6851,6,9,9,9,28,6
-22.245,25.232,12,9,9,9,28,6
-20.671999999999997,24.055,6,9,9,9,28,6
-9.2805,-13.526,6,7,7,9,28,6
27.994,6.3455,6,9,9,9,86,6
10.968,22.554000000000002,6,6,6,9,28,6
-9.7685,-14.958,6,9,9,9,28,6
11.714,1.3295,6,9,9,9,86,6
5.4294,22.238000000000003,6,9,9,9,86,6
72.56,-7.7724,6,9,9,9,9,7
61.114,14.98,6,9,9,9,89,7
46.57899999999999,52.893,6,9,9,9,7,7
44.913999999999994,32.513000000000005,7,7,0,9,78,7
33.330999999999996,31.046,7,9,9,9,78,7
-31.221,6.6183,6,9,9,9,86,6
27.438000000000002,-1.5485,6,9,9,9,28,6
-23.143,13.931,6,9,9,9,28,6
-22.689,13.745,6,6,6,9,28,6
13.317,12.614,6,9,9,9,28,6
-32.374,14.665,6,9,9,9,28,6
21.605999999999998,-3.9716,6,9,9,9,28,6
17.331,18.961,6,9,9,9,28,6
-33.571999999999996,-3.034,6,6,6,9,28,6
-16.55,12.953,6,9,9,9,28,6
13.895999999999999,9.263,6,11,0,9,28,6
13.968,22.549,6,6,6,9,86,6
-25.928,14.44,6,9,9,9,28,6
6.9507,-12.55,6,9,9,9,29,6
16.369,-3.7851,6,9,9,9,6,6
-4.4182,14.009,6,9,9,9,86,6
-3.7002,11.354000000000001,6,9,9,9,97,6
-36.36,4.4164,6,9,9,9,86,6
10.45,22.788,6,9,9,9,86,6
31.684,6.4099,6,9,9,9,86,6
-34.449,59.266000000000005,9,7,7,9,79,9
10.578,23.201,6,6,0,9,86,6
-20.886999999999997,23.725,6,9,9,9,28,6
-20.14,19.797,6,10,0,9,86,6
9.9685,-12.698,6,9,9,9,86,6
-37.238,5.1621,6,6,0,9,28,6
12.192,-16.295,12,9,9,9,28,6
26.686999999999998,-10.81,6,9,9,9,97,6
-22.999000000000002,25.535,12,9,9,9,28,6
-16.031,16.05,6,7,0,9,28,6
13.009,-22.033,6,9,9,9,86,6
13.075999999999999,-20.964000000000002,6,9,9,9,28,6
-3.3193,14.283,6,9,9,9,28,6
11.056,8.9583,12,7,0,9,28,6
17.507,3.9374,6,9,9,9,86,6
76.685,-10.402999999999999,6,9,0,9,11,7
57.021,16.230999999999998,6,9,9,9,89,7
-48.253,40.297,6,7,7,9,7,7
35.991,30.105,7,9,9,9,78,7
39.954,34.8,7,9,9,9,78,7
-21.241,20.35,6,9,9,9,86,6
30.465,13.073,6,6,6,9,28,6
4.3911,-17.657,6,9,9,9,29,6
-26.285999999999998,1.9625,6,6,6,9,28,6
-14.707,-9.9845,6,9,9,9,28,6
30.535999999999998,13.200999999999999,6,9,9,9,28,6
-28.465,-2.7615,6,9,9,9,28,6
22.783,-6.6152,6,9,9,9,28,6
4.5022,-20.293,6,9,9,9,29,6
-13.664000000000001,5.5329,6,9,6,9,28,6
18.910999999999998,2.6639,6,9,9,9,28,6
11.799000000000001,-18.791,6,6,6,9,29,6
34.376999999999995,13.373,6,11,9,9,28,6
13.65,6.9889,6,9,9,9,28,6
-25.247,8.899,6,9,9,9,6,6
-25.879,18.852,6,9,9,9,28,6
-7.7715,1.9386,6,6,0,9,86,6
32.157,-6.8786,6,9,9,9,86,6
-10.651,-15.657,6,11,6,9,28,6
35.852,-3.7143,6,9,9,9,97,6
-58.52,-32.497,9,9,9,9,79,9
10.15,22.959,6,9,9,9,86,6
35.619,7.6601,6,7,6,9,86,6
33.025999999999996,-1.8872,6,9,9,9,97,6
9.2084,16.14,6,6,6,9,86,6
-19.317,-0.9586899999999999,12,9,9,9,28,6
-19.23,-1.2151,6,57,0,9,28,6
13.114,-19.224,6,9,9,9,28,6
26.699,-10.809000000000001,6,9,9,9,28,6
14.51,23.459,6,9,9,9,28,6
-23.212,3.033,6,9,9,9,86,6
-38.846,1.545,6,9,9,9,28,6
13.845,23.586,6,9,9,9,28,6
-38.846,1.1873,6,9,9,9,28,6
26.87,-9.9502,6,9,9,9,28,6
-6.457999999999999,78.153,6,9,9,9,7,7
49.519,15.193,3,9,9,9,89,7
-45.265,38.622,6,10,0,9,7,7
24.916999999999998,32.431,7,9,9,9,78,7
26.408,31.511999999999997,7,9,9,9,78,7
-1.4632,17.719,6,9,9,9,86,6
21.758000000000003,-2.5649,6,9,9,9,28,6
21.834,-1.7024,6,9,9,9,28,6
-24.079,13.999,6,9,9,9,28,6
-31.796999999999997,1.9832,6,6,6,9,28,6
-27.828000000000003,-1.2631,6,9,9,9,28,6
6.9283,-12.681,6,9,9,9,28,6
5.8363,19.554000000000002,6,9,9,9,6,6
16.293,-0.32039,6,6,6,9,29,6
1.6493,11.353,6,9,9,9,28,6
16.962,18.477999999999998,6,6,6,9,28,6
-16.867,16.128,6,6,0,9,86,6
-26.901999999999997,14.644,6,9,9,9,28,6
-27.648000000000003,-1.3792,6,6,6,9,28,6
6.392,14.54,6,11,6,9,28,6
9.1397,-12.466,6,9,9,9,86,6
-5.1566,-9.5065,6,9,9,9,97,6
-6.6839,7.8479,6,9,9,9,97,6
15.714,3.905,6,9,9,9,86,6
-24.796999999999997,24.749000000000002,6,9,9,9,28,6
-43.922,57.543,9,9,9,9,79,9
14.472000000000001,22.877,6,6,6,9,86,6
9.8152,12.173,6,9,9,9,86,6
-2.7442,14.600999999999999,6,9,9,9,97,6
13.783,22.910999999999998,6,9,9,9,86,6
15.604000000000001,1.5818,6,9,9,9,28,6
10.620999999999999,10.064,12,9,9,9,86,6
-23.164,2.7569999999999997,6,9,9,9,28,6
31.526999999999997,6.0704,6,9,0,9,28,6
-9.5992,-14.392999999999999,6,9,9,9,28,6
-22.164,25.224,6,9,9,9,28,6
36.486999999999995,-3.3184,6,9,9,9,86,6
-19.287,21.948,6,9,9,9,28,6
32.715,-5.9031,12,11,11,9,28,6
-19.244,-1.3063,6,9,9,9,28,6
-18.082,69.383,6,9,9,9,7,7
8.6818,53.49100000000001,3,6,0,9,89,7
12.921,67.418,6,9,9,9,105,7
48.891999999999996,25.11,7,9,9,9,78,7
30.046,35.165,7,9,9,9,78,7
12.517000000000001,-70.221,11,9,9,9,41,10
22.555,-82.60700000000001,10,10,10,10,66,10
41.551,66.454,10,10,10,10,66,10
44.118,-63.833999999999996,10,10,10,10,66,10
-34.18,-59.312,9,11,11,10,41,11
45.076,-66.71600000000001,9,10,10,10,66,10
-43.535,74.593,10,10,10,10,66,10
-30.898000000000003,-61.06,11,10,10,10,41,11
43.4,64.846,10,10,10,10,66,10
12.994000000000002,-72.796,10,10,10,10,66,10
40.586,62.232,10,10,10,10,66,10
15.581,-71.425,10,10,10,10,66,10
-30.785999999999998,-60.325,11,10,10,10,66,11
-32.92,-76.113,10,10,10,10,41,9
-83.07700000000001,-20.98,11,10,10,10,66,6
13.557,-72.829,10,10,10,10,66,10
-79.597,-19.969,6,10,10,10,66,6
-69.917,-20.523000000000003,11,10,10,10,66,11
-69.301,-21.303,10,10,10,10,41,11
-57.839,11.879000000000001,10,10,10,10,49,6
39.542,62.458999999999996,11,10,10,10,66,10
-29.331999999999997,-79.684,10,17,0,10,41,9
-76.171,35.44,6,10,10,10,2,7
-81.069,-24.459,11,10,10,10,41,11
39.515,62.457,11,10,10,10,66,10
-43.2,74.336,10,10,10,10,66,10
-82.806,-0.8481700000000001,7,19,0,10,2,3
24.449,-80.492,11,10,10,10,66,11
77.85300000000001,31.414,10,9,0,10,66,11
-40.619,78.59,10,10,10,10,66,10
24.714000000000002,-80.11399999999999,10,10,10,10,66,11
24.949,-80.792,10,9,10,10,66,11
47.946000000000005,-66.013,10,10,10,10,66,10
12.488,-72.77199999999999,11,16,16,10,66,10
-52.256,11.32,10,10,10,10,100,6
33.513000000000005,-72.006,10,9,0,10,66,11
-29.885,-79.257,10,10,10,10,66,9
-79.533,-20.538,11,10,10,10,66,11
36.714,-73.22800000000001,10,11,0,10,66,11
21.104,-80.828,11,10,10,10,66,11
-82.12899999999999,-23.511999999999997,11,10,10,10,66,11
-4.7732,78.061,6,10,10,10,7,7
48.641000000000005,16.934,110,10,10,10,89,6
56.61,61.107,6,54,54,10,7,7
43.203,35.18,7,6,0,10,78,7
26.314,34.995,7,10,10,10,78,7
-20.755,-89.79700000000001,3,10,10,10,2,3
0.046721,97.941,3,10,10,10,2,3
-57.255,14.933,11,10,10,10,17,11
-44.545,2.6441,11,10,10,10,17,11
-44.563,2.6091,11,10,10,10,17,10
-44.568999999999996,2.5822,10,11,0,10,17,10
-42.132,9.3319,11,10,10,10,16,6
-55.489,7.4435,9,10,10,10,17,10
-59.211999999999996,10.642000000000001,10,10,10,10,17,10
-44.598,2.499,10,10,10,10,10,11
-42.074,9.3072,10,10,10,10,17,11
-59.27,11.125,9,10,10,10,17,10
-48.196999999999996,3.7446,11,10,10,10,16,11
-42.641000000000005,8.8846,10,10,10,10,16,11
-43.49100000000001,11.002,11,10,10,10,16,10
-59.301,11.127,10,10,10,10,17,10
-42.765,9.3339,11,10,10,10,16,6
-54.147,13.978,10,10,10,10,17,10
-49.458999999999996,6.6451,9,10,10,10,49,9
-55.019,9.5367,11,10,10,10,17,11
-43.765,10.811,11,10,10,10,17,11
-44.738,7.9319,6,10,10,10,49,6
-53.724,13.804,11,10,10,10,17,11
-55.269,15.122,11,10,10,10,17,11
-52.082,11.299000000000001,10,10,10,10,17,6
-44.387,10.44,6,10,10,10,17,6
-49.583,6.3004,11,11,11,10,17,11
-57.032,15.015,11,10,10,10,17,11
-52.784,10.73,10,10,10,10,17,6
-54.706,14.91,10,11,17,10,17,11
-43.11,7.0748,10,10,10,10,17,11
-46.498999999999995,6.2027,10,10,10,10,17,6
-45.635,6.2607,11,10,10,10,108,6
-55.511,10.317,11,10,10,10,49,6
-45.599,6.1375,10,10,11,10,17,6
-55.498999999999995,9.5198,11,10,10,10,17,6
-52.453,11.125,10,10,10,10,100,7
-55.246,12.979000000000001,10,10,10,10,17,6
-55.801,13.515999999999998,11,10,10,10,17,6
-55.0,13.53,10,10,11,10,49,6
-55.705,10.729000000000001,10,10,10,10,17,6
-45.881,6.6047,10,10,10,10,17,6
-55.549,10.675999999999998,10,10,10,10,108,6
-1.5499,76.376,6,10,10,10,12,7
-0.13563,55.005,110,10,10,10,89,6
48.655,55.126999999999995,6,10,10,10,7,7
43.456,39.649,7,10,10,10,78,7
38.74,34.988,7,10,10,10,78,7
36.158,22.324,7,10,10,10,78,7
30.805,21.138,7,10,10,10,78,7
-55.044,9.997,10,10,10,10,17,7
-50.355,6.1232,11,10,10,10,17,6
-44.323,3.0563,11,10,10,10,49,10
-52.934,15.755,11,10,10,10,17,11
-57.345,15.55,10,10,10,10,17,10
-44.388000000000005,2.8939,11,10,10,10,17,10
-50.403,6.2051,10,10,10,10,49,10
-59.003,11.115,10,10,10,10,17,6
-58.882,11.181,10,10,10,10,17,10
-42.742,5.921,10,11,11,10,49,11
-50.387,6.1614,11,10,10,10,17,11
-43.292,6.5524,11,10,10,10,49,11
-48.278,3.7861,10,10,10,10,49,6
-57.081,16.035,11,10,10,10,16,10
-41.708999999999996,5.315,10,10,10,10,49,6
-45.271,4.9019,11,11,0,10,49,6
-54.527,14.692,6,10,10,10,49,6
-43.461000000000006,7.1172,10,10,10,10,17,6
-56.872,15.114,10,10,10,10,17,10
-54.965,13.073,11,10,10,10,49,11
-54.955,10.005,10,10,10,10,17,6
-43.147,7.3742,11,10,10,10,17,6
-52.115,11.349,10,10,10,10,100,7
-54.638000000000005,14.577,11,6,11,10,17,10
-55.193999999999996,9.8637,10,10,10,10,49,6
-54.038999999999994,13.759,11,11,11,10,17,6
-46.917,13.123,10,10,10,10,100,7
-46.883,5.3865,11,11,11,10,17,6
-55.199,9.8489,10,10,10,10,17,6
-46.576,6.2359,10,11,10,10,49,6
-45.583,6.1469,11,10,10,10,49,6
-45.72,6.3656,10,10,10,10,108,11
-55.031000000000006,12.993,11,10,10,10,108,11
-43.7,6.7669,11,10,10,10,49,6
-46.781000000000006,12.967,10,10,10,10,17,6
-55.513000000000005,13.130999999999998,10,10,10,10,17,6
-45.365,7.3702,10,9,10,10,17,11
-44.178000000000004,7.9869,10,10,10,10,49,6
-45.973,6.6179,10,10,10,10,17,10
-45.29600000000001,7.3795,10,10,10,10,17,6
-57.493,12.061,10,10,10,10,108,6
-77.517,8.7798,6,10,10,10,11,7
17.582,49.82899999999999,110,10,10,10,89,7
64.715,5.8647,6,10,10,10,7,7
39.936,31.94,7,10,10,10,78,7
27.135,29.938000000000002,7,10,10,10,78,7
37.486,36.819,7,10,10,10,78,7
34.528,23.186999999999998,7,10,10,10,78,7
-54.227,13.87,11,11,11,10,17,11
-43.896,10.999,11,6,6,10,49,6
-52.778999999999996,15.744000000000002,10,6,6,10,17,11
-42.375,9.4865,11,10,10,10,49,6
-44.242,3.2335,10,10,10,10,17,11
-55.388000000000005,7.607,11,10,10,10,49,6
-50.402,6.2429,11,10,11,10,49,11
-54.54,16.368,10,9,0,10,17,10
-59.093999999999994,11.127,10,10,10,10,17,6
-54.413999999999994,16.295,11,9,9,10,17,10
-57.076,15.935,10,10,10,10,17,11
-42.736000000000004,8.8275,11,10,10,10,17,10
-57.098,15.991,10,10,11,10,16,10
-54.463,16.406,10,10,10,10,17,10
-48.493,5.041,11,10,10,10,10,6
-46.841,4.9851,10,10,10,10,17,6
-49.32,6.3858,11,10,10,10,49,6
-43.43899999999999,8.2737,11,10,10,10,17,6
-58.086999999999996,11.455,11,11,11,10,17,6
-57.254,14.3,11,10,10,10,17,6
-43.474,6.8551,11,10,10,10,17,6
-43.19,7.3738,11,10,10,10,17,11
-51.849,11.709000000000001,10,10,10,10,17,7
-44.615,9.7884,6,10,10,10,17,6
-47.08,5.1979,11,10,10,10,17,6
-54.068999999999996,13.707,11,11,11,10,17,11
-46.657,12.883,10,10,10,10,100,7
-54.894,9.8537,11,10,10,10,17,6
-55.125,9.8547,10,10,10,10,17,6
-48.023999999999994,6.6147,11,10,10,10,108,6
-44.93,7.8437,10,10,10,10,49,6
-44.898,7.8823,11,10,10,10,49,6
-44.378,6.9268,10,10,10,10,49,6
-47.01,5.2593,11,10,10,10,17,6
-52.67,10.995999999999999,10,10,10,10,100,6
-45.361000000000004,7.6597,10,10,10,10,17,6
-45.437,7.6081,11,10,10,10,17,6
-55.08,13.882,10,10,10,10,49,6
-45.943000000000005,6.5909,10,10,10,10,17,6
-56.998000000000005,13.243,10,10,10,10,17,6
-45.123999999999995,7.7247,11,10,10,10,108,6
-4.6515,78.036,6,10,10,10,12,7
48.696999999999996,16.996,110,10,10,10,89,6
-44.22,38.364000000000004,6,10,10,10,7,7
39.845,29.629,7,10,10,10,78,7
46.551,30.086,7,10,10,10,78,7
28.379,31.000999999999998,7,110,110,10,78,7
25.180999999999997,29.443,7,54,0,10,78,7
47.412,-65.675,10,10,10,10,66,10
12.478,-72.76100000000001,6,10,10,10,66,10
