,flaw
15879,CWE-134
15880,CWE-134
15881,CWE-134
15882,CWE-134
15883,CWE-134
15884,CWE-134
15885,CWE-134
15886,CWE-134
15887,CWE-134
15888,CWE-134
15889,CWE-134
15890,CWE-134
15891,CWE-134
15892,CWE-134
15893,CWE-134
15894,CWE-134
15895,CWE-134
15896,CWE-134
15897,CWE-134
15898,CWE-134
15899,CWE-134
15900,CWE-134
15901,CWE-134
15902,CWE-134
15903,CWE-134
15904,CWE-134
15905,CWE-134
15906,CWE-134
15907,CWE-134
15908,CWE-134
15909,CWE-134
15910,CWE-134
15911,CWE-134
15912,CWE-134
15913,CWE-134
15914,CWE-134
15915,CWE-134
15916,CWE-134
15917,CWE-134
15918,CWE-134
15919,CWE-134
15920,CWE-134
15921,CWE-134
15922,CWE-134
15923,CWE-134
15924,CWE-134
15925,CWE-134
15926,CWE-134
15927,CWE-134
15928,CWE-134
15929,CWE-134
15930,CWE-134
15931,CWE-134
15932,CWE-134
15933,CWE-134
15934,CWE-134
15935,CWE-134
15936,CWE-134
15937,CWE-134
15938,CWE-134
15939,CWE-134
15940,CWE-134
15941,CWE-134
15942,CWE-134
15943,CWE-134
15944,CWE-134
15945,CWE-134
15946,CWE-134
15947,CWE-134
15948,CWE-134
15949,CWE-134
15950,CWE-134
15951,CWE-134
15952,CWE-134
15953,CWE-134
15954,CWE-134
15955,CWE-134
15956,CWE-134
15957,CWE-134
15958,CWE-134
15959,CWE-134
15960,CWE-134
15961,CWE-134
15962,CWE-134
15963,CWE-134
15964,CWE-134
15965,CWE-134
15966,CWE-134
15967,CWE-134
15968,CWE-134
15969,CWE-134
15970,CWE-134
15971,CWE-134
15972,CWE-134
15973,CWE-134
15974,CWE-134
15975,CWE-134
15976,CWE-134
15977,CWE-134
15978,CWE-134
15979,CWE-134
15980,CWE-134
15981,CWE-134
15982,CWE-134
15983,CWE-134
15984,CWE-134
15985,CWE-134
15986,CWE-134
15987,CWE-134
15988,CWE-134
15989,CWE-134
15990,CWE-134
15991,CWE-134
15992,CWE-134
15993,CWE-134
15994,CWE-134
15995,CWE-134
15996,CWE-134
15997,CWE-134
15998,CWE-134
16000,CWE-134
16001,CWE-134
16002,CWE-134
16003,CWE-134
16004,CWE-134
16005,CWE-134
16006,CWE-134
16007,CWE-134
16008,CWE-134
16009,CWE-134
16010,CWE-134
16011,CWE-134
16012,CWE-134
16013,CWE-134
16014,CWE-134
16015,CWE-134
16016,CWE-134
16017,CWE-134
16018,CWE-134
16019,CWE-134
16020,CWE-134
16021,CWE-134
16022,CWE-134
16023,CWE-134
16024,CWE-134
16025,CWE-134
16026,CWE-134
16027,CWE-134
16028,CWE-134
16029,CWE-134
16030,CWE-134
16031,CWE-134
16032,CWE-134
16033,CWE-134
16034,CWE-134
16035,CWE-134
16036,CWE-134
16037,CWE-134
16038,CWE-134
16039,CWE-134
16040,CWE-134
16041,CWE-134
16042,CWE-134
16043,CWE-134
16044,CWE-134
16045,CWE-134
16046,CWE-134
16047,CWE-134
16048,CWE-134
16049,CWE-134
16050,CWE-134
16051,CWE-134
16052,CWE-134
16053,CWE-134
16054,CWE-134
16055,CWE-134
16056,CWE-134
16057,CWE-134
16058,CWE-134
16059,CWE-134
16060,CWE-134
16061,CWE-134
16062,CWE-134
16063,CWE-134
16064,CWE-134
16065,CWE-134
16066,CWE-134
16067,CWE-134
16068,CWE-134
16069,CWE-134
16070,CWE-134
16071,CWE-134
16072,CWE-134
16073,CWE-134
16074,CWE-134
16075,CWE-134
16076,CWE-134
16077,CWE-134
16078,CWE-134
16079,CWE-134
16080,CWE-134
16081,CWE-134
16082,CWE-134
16083,CWE-134
16084,CWE-134
16085,CWE-134
16086,CWE-134
16087,CWE-134
16088,CWE-134
16089,CWE-134
16090,CWE-134
16091,CWE-134
16092,CWE-134
16093,CWE-134
16094,CWE-134
16095,CWE-134
16096,CWE-134
16097,CWE-134
16098,CWE-134
16099,CWE-134
16100,CWE-134
16101,CWE-134
16102,CWE-134
16103,CWE-134
16104,CWE-134
16105,CWE-134
16106,CWE-134
16107,CWE-134
16108,CWE-134
16109,CWE-134
16110,CWE-134
16111,CWE-134
16112,CWE-134
16113,CWE-134
16114,CWE-134
16115,CWE-134
16116,CWE-134
16117,CWE-134
16118,CWE-134
16119,CWE-134
16120,CWE-134
16121,CWE-134
16122,CWE-134
16123,CWE-134
16124,CWE-134
16125,CWE-134
16126,CWE-134
16127,CWE-134
16128,CWE-134
16129,CWE-134
16130,CWE-134
16131,CWE-134
16132,CWE-134
16133,CWE-134
16134,CWE-134
16135,CWE-134
16136,CWE-134
16137,CWE-134
16138,CWE-134
16139,CWE-134
16140,CWE-134
16141,CWE-134
16142,CWE-134
16143,CWE-134
16144,CWE-134
16145,CWE-134
16146,CWE-134
16147,CWE-134
16148,CWE-134
16149,CWE-134
16150,CWE-134
16151,CWE-134
16152,CWE-134
16153,CWE-134
16154,CWE-134
16155,CWE-134
16156,CWE-134
16157,CWE-134
16158,CWE-134
16159,CWE-134
16160,CWE-134
16161,CWE-134
16162,CWE-134
16163,CWE-134
16164,CWE-134
16165,CWE-134
16166,CWE-134
16167,CWE-134
16168,CWE-134
16169,CWE-134
16170,CWE-134
16171,CWE-134
16172,CWE-134
16173,CWE-134
16174,CWE-134
16175,CWE-134
16176,CWE-134
16177,CWE-134
16178,CWE-134
16179,CWE-134
16180,CWE-134
16181,CWE-134
16182,CWE-134
16183,CWE-134
16184,CWE-134
16185,CWE-134
16186,CWE-134
16187,CWE-134
16188,CWE-134
16189,CWE-134
16190,CWE-134
16191,CWE-134
16192,CWE-134
16193,CWE-134
16194,CWE-134
16195,CWE-134
16196,CWE-134
16197,CWE-134
16198,CWE-134
16199,CWE-134
16200,CWE-134
16201,CWE-134
16202,CWE-134
16203,CWE-134
16204,CWE-134
16205,CWE-134
16206,CWE-134
16207,CWE-134
16208,CWE-134
16209,CWE-134
16210,CWE-134
16211,CWE-134
16212,CWE-134
16213,CWE-134
16214,CWE-134
16215,CWE-134
16216,CWE-134
16217,CWE-134
16218,CWE-134
16219,CWE-134
16220,CWE-134
16221,CWE-134
16222,CWE-134
16223,CWE-134
16224,CWE-134
16225,CWE-134
16226,CWE-134
16227,CWE-134
16228,CWE-134
16229,CWE-134
16230,CWE-134
16231,CWE-134
16232,CWE-134
16233,CWE-134
16234,CWE-134
16235,CWE-134
16236,CWE-134
16237,CWE-134
16238,CWE-134
16239,CWE-134
16240,CWE-134
16241,CWE-134
16242,CWE-134
16243,CWE-134
16244,CWE-134
16245,CWE-134
16246,CWE-134
16247,CWE-134
16248,CWE-134
16249,CWE-134
16250,CWE-134
16251,CWE-134
16252,CWE-134
16253,CWE-134
16254,CWE-134
16255,CWE-134
16256,CWE-134
16257,CWE-134
16258,CWE-134
16259,CWE-134
16260,CWE-134
16261,CWE-134
16262,CWE-134
16263,CWE-134
16264,CWE-134
16265,CWE-134
16266,CWE-134
16267,CWE-134
16268,CWE-134
16269,CWE-134
16270,CWE-134
16271,CWE-134
16272,CWE-134
16273,CWE-134
16274,CWE-134
16275,CWE-134
16276,CWE-134
16277,CWE-134
16278,CWE-134
16279,CWE-134
16280,CWE-134
16281,CWE-134
16282,CWE-134
16283,CWE-134
16284,CWE-134
16285,CWE-134
16286,CWE-134
16287,CWE-134
16288,CWE-134
16289,CWE-134
16290,CWE-134
16291,CWE-134
16292,CWE-134
16293,CWE-134
16294,CWE-134
16295,CWE-134
16296,CWE-134
16297,CWE-134
16298,CWE-134
16299,CWE-134
16300,CWE-134
16301,CWE-134
16302,CWE-134
16303,CWE-134
16304,CWE-134
16305,CWE-134
16306,CWE-134
16307,CWE-134
16308,CWE-134
16309,CWE-134
16310,CWE-134
16311,CWE-134
16312,CWE-134
16313,CWE-134
16314,CWE-134
16315,CWE-134
16316,CWE-134
16317,CWE-134
16318,CWE-134
16319,CWE-134
16320,CWE-134
16321,CWE-134
16322,CWE-134
16323,CWE-134
16324,CWE-134
16325,CWE-134
16326,CWE-134
16327,CWE-134
16328,CWE-134
16329,CWE-134
16330,CWE-134
16331,CWE-134
16332,CWE-134
16333,CWE-134
16334,CWE-134
16335,CWE-134
16336,CWE-134
16337,CWE-134
16338,CWE-134
16339,CWE-134
16340,CWE-134
16341,CWE-134
16342,CWE-134
16343,CWE-134
16344,CWE-134
16345,CWE-134
16346,CWE-134
16347,CWE-134
16348,CWE-134
16349,CWE-134
16350,CWE-134
16351,CWE-134
16352,CWE-134
16353,CWE-134
16354,CWE-134
16355,CWE-134
16356,CWE-134
16357,CWE-134
16358,CWE-134
16359,CWE-134
16360,CWE-134
16361,CWE-134
16362,CWE-134
16363,CWE-134
16364,CWE-134
16365,CWE-134
16366,CWE-134
16367,CWE-134
16368,CWE-134
16369,CWE-134
16370,CWE-134
16371,CWE-134
16372,CWE-134
16373,CWE-134
16374,CWE-134
16375,CWE-134
16376,CWE-134
16377,CWE-134
16378,CWE-134
16379,CWE-134
16380,CWE-134
16381,CWE-134
16382,CWE-134
16383,CWE-134
16384,CWE-134
16385,CWE-134
16386,CWE-134
16387,CWE-134
16388,CWE-134
16389,CWE-134
16390,CWE-134
16391,CWE-134
16392,CWE-134
16393,CWE-134
16394,CWE-134
16395,CWE-134
16396,CWE-134
16397,CWE-134
16398,CWE-134
16399,CWE-134
16400,CWE-134
16401,CWE-134
16402,CWE-134
16403,CWE-134
16404,CWE-134
16405,CWE-134
16406,CWE-134
16407,CWE-134
16408,CWE-134
16409,CWE-134
16410,CWE-134
16411,CWE-134
16412,CWE-134
16413,CWE-134
16414,CWE-134
16415,CWE-134
16416,CWE-134
16417,CWE-134
16418,CWE-134
16419,CWE-134
16420,CWE-134
16421,CWE-134
16422,CWE-134
16423,CWE-134
16424,CWE-134
16425,CWE-134
16426,CWE-134
16427,CWE-134
16428,CWE-134
16429,CWE-134
16430,CWE-134
16431,CWE-134
16432,CWE-134
16433,CWE-134
16434,CWE-134
16435,CWE-134
16436,CWE-134
16437,CWE-134
16438,CWE-134
16439,CWE-134
16440,CWE-134
16441,CWE-134
16442,CWE-134
16443,CWE-134
16444,CWE-134
16445,CWE-134
16446,CWE-134
16447,CWE-134
16448,CWE-134
16449,CWE-134
16450,CWE-134
16451,CWE-134
16452,CWE-134
16453,CWE-134
16454,CWE-134
16455,CWE-134
16456,CWE-134
16457,CWE-134
16458,CWE-134
16459,CWE-134
16460,CWE-134
16461,CWE-134
16462,CWE-134
16463,CWE-134
16464,CWE-134
16465,CWE-134
16466,CWE-134
16467,CWE-134
16468,CWE-134
16469,CWE-134
16470,CWE-134
16471,CWE-134
16472,CWE-134
16473,CWE-134
16474,CWE-134
16475,CWE-134
16476,CWE-134
16477,CWE-134
16478,CWE-134
16479,CWE-134
16480,CWE-134
16481,CWE-134
16482,CWE-134
16483,CWE-134
16484,CWE-134
16485,CWE-134
16486,CWE-134
16487,CWE-134
16488,CWE-134
16489,CWE-134
16490,CWE-134
16491,CWE-134
16492,CWE-134
16493,CWE-134
16494,CWE-134
16495,CWE-134
16496,CWE-134
16497,CWE-134
16498,CWE-134
16499,CWE-134
16500,CWE-134
16501,CWE-134
16502,CWE-134
16503,CWE-134
16504,CWE-134
16505,CWE-134
16506,CWE-134
16507,CWE-134
16508,CWE-134
16509,CWE-134
16510,CWE-134
16511,CWE-134
16512,CWE-134
16513,CWE-134
16514,CWE-134
16515,CWE-134
16516,CWE-134
16517,CWE-134
16518,CWE-134
16519,CWE-134
16520,CWE-134
16521,CWE-134
16522,CWE-134
16523,CWE-134
16524,CWE-134
16525,CWE-134
16526,CWE-134
16527,CWE-134
16528,CWE-134
16529,CWE-134
16530,CWE-134
16531,CWE-134
16532,CWE-134
16533,CWE-134
16534,CWE-134
16535,CWE-134
16536,CWE-134
16537,CWE-134
16538,CWE-134
16539,CWE-134
16540,CWE-134
16541,CWE-134
16542,CWE-134
16543,CWE-134
16544,CWE-134
16545,CWE-134
16546,CWE-134
16547,CWE-134
16548,CWE-134
16549,CWE-134
16550,CWE-134
16551,CWE-134
16552,CWE-134
16553,CWE-134
16554,CWE-134
16555,CWE-134
16556,CWE-134
16557,CWE-134
16558,CWE-134
16559,CWE-134
16560,CWE-134
16561,CWE-134
16562,CWE-134
16563,CWE-134
16564,CWE-134
16565,CWE-134
16566,CWE-134
16567,CWE-134
16568,CWE-134
16569,CWE-134
16570,CWE-134
16571,CWE-134
16572,CWE-134
16573,CWE-134
16574,CWE-134
16575,CWE-134
16576,CWE-134
16577,CWE-134
16578,CWE-134
16579,CWE-134
16580,CWE-134
16581,CWE-134
16582,CWE-134
16583,CWE-134
16584,CWE-134
16585,CWE-134
16586,CWE-134
16587,CWE-134
16588,CWE-134
16589,CWE-134
16590,CWE-134
16591,CWE-134
16592,CWE-134
16593,CWE-134
16594,CWE-134
16595,CWE-134
16596,CWE-134
16597,CWE-134
16598,CWE-134
16599,CWE-134
16600,CWE-134
16601,CWE-134
16602,CWE-134
16603,CWE-134
16604,CWE-134
16605,CWE-134
16606,CWE-134
16607,CWE-134
16608,CWE-134
16609,CWE-134
16610,CWE-134
16611,CWE-134
16612,CWE-134
16613,CWE-134
16614,CWE-134
16615,CWE-134
16616,CWE-134
16617,CWE-134
16618,CWE-134
16619,CWE-134
16620,CWE-134
16621,CWE-134
16622,CWE-134
16623,CWE-134
16624,CWE-134
16625,CWE-134
16626,CWE-134
16627,CWE-134
16628,CWE-134
16629,CWE-134
16630,CWE-134
16631,CWE-134
16632,CWE-134
16633,CWE-134
16634,CWE-134
16635,CWE-134
16636,CWE-134
16637,CWE-134
16638,CWE-134
16639,CWE-134
16640,CWE-134
16641,CWE-134
16642,CWE-134
16643,CWE-134
16644,CWE-134
16645,CWE-134
16646,CWE-134
16647,CWE-134
16648,CWE-134
16649,CWE-134
16650,CWE-134
16651,CWE-134
16652,CWE-134
16653,CWE-134
16654,CWE-134
16655,CWE-134
16656,CWE-134
16657,CWE-134
16658,CWE-134
16659,CWE-134
16660,CWE-134
16661,CWE-134
16662,CWE-134
16663,CWE-134
16664,CWE-134
16665,CWE-134
16666,CWE-134
16667,CWE-134
16668,CWE-134
16669,CWE-134
16670,CWE-134
16671,CWE-134
16672,CWE-134
16673,CWE-134
16674,CWE-134
16675,CWE-134
16676,CWE-134
16677,CWE-134
16678,CWE-134
16679,CWE-134
16680,CWE-134
16681,CWE-134
16682,CWE-134
16683,CWE-134
16684,CWE-134
16685,CWE-134
16686,CWE-134
16687,CWE-134
16688,CWE-134
16689,CWE-134
16690,CWE-134
16691,CWE-134
16692,CWE-134
16693,CWE-134
16694,CWE-134
16695,CWE-134
16696,CWE-134
16697,CWE-134
16698,CWE-134
16699,CWE-134
16700,CWE-134
16701,CWE-134
16702,CWE-134
16703,CWE-134
16704,CWE-134
16705,CWE-134
16706,CWE-134
16707,CWE-134
16708,CWE-134
16709,CWE-134
16710,CWE-134
16711,CWE-134
16712,CWE-134
16713,CWE-134
16714,CWE-134
16715,CWE-134
16716,CWE-134
16717,CWE-134
16718,CWE-134
16719,CWE-134
16720,CWE-134
16721,CWE-134
16722,CWE-134
16723,CWE-134
16724,CWE-134
16725,CWE-134
16726,CWE-134
16727,CWE-134
16728,CWE-134
16729,CWE-134
16730,CWE-134
16731,CWE-134
16732,CWE-134
16733,CWE-134
16734,CWE-134
16735,CWE-134
16736,CWE-134
16737,CWE-134
16738,CWE-134
16739,CWE-134
16740,CWE-134
16741,CWE-134
16742,CWE-134
16743,CWE-134
16744,CWE-134
16745,CWE-134
16746,CWE-134
16747,CWE-134
16748,CWE-134
16749,CWE-134
16750,CWE-134
16751,CWE-134
16752,CWE-134
16753,CWE-134
16754,CWE-134
16755,CWE-134
16756,CWE-134
16757,CWE-134
16758,CWE-134
16759,CWE-134
16760,CWE-134
16761,CWE-134
16762,CWE-134
16763,CWE-134
16764,CWE-134
16765,CWE-134
16766,CWE-134
16767,CWE-134
16768,CWE-134
16769,CWE-134
16770,CWE-134
16771,CWE-134
16772,CWE-134
16773,CWE-134
16774,CWE-134
16775,CWE-134
16776,CWE-134
16777,CWE-134
16778,CWE-134
16779,CWE-134
16780,CWE-134
16781,CWE-134
16782,CWE-134
16783,CWE-134
16784,CWE-134
16785,CWE-134
16786,CWE-134
16787,CWE-134
16788,CWE-134
16789,CWE-134
16790,CWE-134
16791,CWE-134
16792,CWE-134
16793,CWE-134
16794,CWE-134
16795,CWE-134
16796,CWE-134
16797,CWE-134
16798,CWE-134
16799,CWE-134
16800,CWE-134
16801,CWE-134
16802,CWE-134
16803,CWE-134
16804,CWE-134
16805,CWE-134
16806,CWE-134
16807,CWE-134
16808,CWE-134
16809,CWE-134
16810,CWE-134
16811,CWE-134
16812,CWE-134
16813,CWE-134
16814,CWE-134
16815,CWE-134
16816,CWE-134
16817,CWE-134
16818,CWE-134
16819,CWE-134
16820,CWE-134
16821,CWE-134
16822,CWE-134
16823,CWE-134
16824,CWE-134
16825,CWE-134
16826,CWE-134
16827,CWE-134
16828,CWE-134
16829,CWE-134
16830,CWE-134
16831,CWE-134
16832,CWE-134
16833,CWE-134
16834,CWE-134
16835,CWE-134
16836,CWE-134
16837,CWE-134
16838,CWE-134
16839,CWE-134
16840,CWE-134
16841,CWE-134
16842,CWE-134
16843,CWE-134
16844,CWE-134
16845,CWE-134
16846,CWE-134
16847,CWE-134
16848,CWE-134
16849,CWE-134
16850,CWE-134
16851,CWE-134
16852,CWE-134
16853,CWE-134
16854,CWE-134
16855,CWE-134
16856,CWE-134
16857,CWE-134
16858,CWE-134
16859,CWE-134
16860,CWE-134
16861,CWE-134
16862,CWE-134
16863,CWE-134
16864,CWE-134
16865,CWE-134
16866,CWE-134
16867,CWE-134
16868,CWE-134
16869,CWE-134
16870,CWE-134
16871,CWE-134
16872,CWE-134
16873,CWE-134
16874,CWE-134
16875,CWE-134
16876,CWE-134
16877,CWE-134
16878,CWE-134
16879,CWE-134
16880,CWE-134
16881,CWE-134
16882,CWE-134
16883,CWE-134
16884,CWE-134
16885,CWE-134
16886,CWE-134
16887,CWE-134
16888,CWE-134
16889,CWE-134
16890,CWE-134
16891,CWE-134
16892,CWE-134
16893,CWE-134
16894,CWE-134
16895,CWE-134
16896,CWE-134
16897,CWE-134
16898,CWE-134
16899,CWE-134
16900,CWE-134
16901,CWE-134
16902,CWE-134
16903,CWE-134
16904,CWE-134
16905,CWE-134
16906,CWE-134
16907,CWE-134
16908,CWE-134
16909,CWE-134
16910,CWE-134
16911,CWE-134
16912,CWE-134
16913,CWE-134
16914,CWE-134
16915,CWE-134
16916,CWE-134
16917,CWE-134
16918,CWE-134
16919,CWE-134
16920,CWE-134
16921,CWE-134
16922,CWE-134
16923,CWE-134
16924,CWE-134
16925,CWE-134
16926,CWE-134
16927,CWE-134
16928,CWE-134
16929,CWE-134
16930,CWE-134
16931,CWE-134
16932,CWE-134
16933,CWE-134
16934,CWE-134
16935,CWE-134
16936,CWE-134
16937,CWE-134
16938,CWE-134
16939,CWE-134
16940,CWE-134
16941,CWE-134
16942,CWE-134
16943,CWE-134
16944,CWE-134
16945,CWE-134
16946,CWE-134
16947,CWE-134
16948,CWE-134
16949,CWE-134
16950,CWE-134
16951,CWE-134
16952,CWE-134
16953,CWE-134
16954,CWE-134
16955,CWE-134
16956,CWE-134
16957,CWE-134
16958,CWE-134
16959,CWE-134
16960,CWE-134
16961,CWE-134
16962,CWE-134
16963,CWE-134
16964,CWE-134
16965,CWE-134
16966,CWE-134
16967,CWE-134
16968,CWE-134
16969,CWE-134
16970,CWE-134
16971,CWE-134
16972,CWE-134
16973,CWE-134
16974,CWE-134
16975,CWE-134
16976,CWE-134
16977,CWE-134
16978,CWE-134
16979,CWE-134
16980,CWE-134
16981,CWE-134
16982,CWE-134
16983,CWE-134
16984,CWE-134
16985,CWE-134
16986,CWE-134
16987,CWE-134
16988,CWE-134
16989,CWE-134
16990,CWE-134
16991,CWE-134
16992,CWE-134
16993,CWE-134
16994,CWE-134
16995,CWE-134
16996,CWE-134
16997,CWE-134
16998,CWE-134
16999,CWE-134
17000,CWE-134
17001,CWE-134
17002,CWE-134
17003,CWE-134
17004,CWE-134
17005,CWE-134
17006,CWE-134
17007,CWE-134
17008,CWE-134
17009,CWE-134
17010,CWE-134
17011,CWE-134
17012,CWE-134
17013,CWE-134
17014,CWE-134
17015,CWE-134
17016,CWE-134
17017,CWE-134
17018,CWE-134
17019,CWE-134
17020,CWE-134
17021,CWE-134
17022,CWE-134
17023,CWE-134
17024,CWE-134
17025,CWE-134
17026,CWE-134
17027,CWE-134
17028,CWE-134
17029,CWE-134
17030,CWE-134
17031,CWE-134
17032,CWE-134
17033,CWE-134
17034,CWE-134
17035,CWE-134
17036,CWE-134
17037,CWE-134
17038,CWE-134
17039,CWE-134
17040,CWE-134
17041,CWE-134
17042,CWE-134
17043,CWE-134
17044,CWE-134
17045,CWE-134
17046,CWE-134
17047,CWE-134
17048,CWE-134
17049,CWE-134
17050,CWE-134
17051,CWE-134
17052,CWE-134
17053,CWE-134
17054,CWE-134
17055,CWE-134
17056,CWE-134
17057,CWE-134
17058,CWE-134
17059,CWE-134
17060,CWE-134
17061,CWE-134
17062,CWE-134
17063,CWE-134
17064,CWE-134
17065,CWE-134
17066,CWE-134
17067,CWE-134
17068,CWE-134
17069,CWE-134
17070,CWE-134
17071,CWE-134
17072,CWE-134
17073,CWE-134
17074,CWE-134
17075,CWE-134
17076,CWE-134
17077,CWE-134
17078,CWE-134
17079,CWE-134
17080,CWE-134
17081,CWE-134
17082,CWE-134
17083,CWE-134
17084,CWE-134
17085,CWE-134
17086,CWE-134
17087,CWE-134
17088,CWE-134
17089,CWE-134
17090,CWE-134
17091,CWE-134
17092,CWE-134
17093,CWE-134
17094,CWE-134
17095,CWE-134
17096,CWE-134
17097,CWE-134
17098,CWE-134
17099,CWE-134
17100,CWE-134
17101,CWE-134
17102,CWE-134
17103,CWE-134
17104,CWE-134
17105,CWE-134
17106,CWE-134
17107,CWE-134
17108,CWE-134
17109,CWE-134
17110,CWE-134
17111,CWE-134
17112,CWE-134
17113,CWE-134
17114,CWE-134
17115,CWE-134
17116,CWE-134
17117,CWE-134
17118,CWE-134
17119,CWE-134
17120,CWE-134
17121,CWE-134
17122,CWE-134
17123,CWE-134
17124,CWE-134
17125,CWE-134
17126,CWE-134
17127,CWE-134
17128,CWE-134
17129,CWE-134
17130,CWE-134
17131,CWE-134
17132,CWE-134
17133,CWE-134
17134,CWE-134
17135,CWE-134
17136,CWE-134
17137,CWE-134
17138,CWE-134
17139,CWE-134
17140,CWE-134
17141,CWE-134
17142,CWE-134
17143,CWE-134
17144,CWE-134
17145,CWE-134
17146,CWE-134
17147,CWE-134
17148,CWE-134
17149,CWE-134
17150,CWE-134
17151,CWE-134
17152,CWE-134
17153,CWE-134
17154,CWE-134
17155,CWE-134
17156,CWE-134
17157,CWE-134
17158,CWE-134
17159,CWE-134
17160,CWE-134
17161,CWE-134
17162,CWE-134
17163,CWE-134
17164,CWE-134
17165,CWE-134
17166,CWE-134
17167,CWE-134
17168,CWE-134
17169,CWE-134
17170,CWE-134
17171,CWE-134
17172,CWE-134
17173,CWE-134
17174,CWE-134
17175,CWE-134
17176,CWE-134
17177,CWE-134
17178,CWE-134
17179,CWE-134
17180,CWE-134
17181,CWE-134
17182,CWE-134
17183,CWE-134
17184,CWE-134
17185,CWE-134
17186,CWE-134
17187,CWE-134
17188,CWE-134
17189,CWE-134
17190,CWE-134
17191,CWE-134
17192,CWE-134
17193,CWE-134
17194,CWE-134
17195,CWE-134
17196,CWE-134
17197,CWE-134
17198,CWE-134
17199,CWE-134
17200,CWE-134
17201,CWE-134
17202,CWE-134
17203,CWE-134
17204,CWE-134
17205,CWE-134
17206,CWE-134
17207,CWE-134
17208,CWE-134
17209,CWE-134
17210,CWE-134
17211,CWE-134
17212,CWE-134
17213,CWE-134
17214,CWE-134
17215,CWE-134
17216,CWE-134
17217,CWE-134
17218,CWE-134
17219,CWE-134
17220,CWE-134
17221,CWE-134
17222,CWE-134
17223,CWE-134
17224,CWE-134
17225,CWE-134
17226,CWE-134
17227,CWE-134
17228,CWE-134
17229,CWE-134
17230,CWE-134
17231,CWE-134
17232,CWE-134
17233,CWE-134
17234,CWE-134
17235,CWE-134
17236,CWE-134
17237,CWE-134
17238,CWE-134
17239,CWE-134
17240,CWE-134
17241,CWE-134
17242,CWE-134
17243,CWE-134
17244,CWE-134
17245,CWE-134
17246,CWE-134
17247,CWE-134
17248,CWE-134
17249,CWE-134
17250,CWE-134
17251,CWE-134
17252,CWE-134
17253,CWE-134
17254,CWE-134
17255,CWE-134
17256,CWE-134
17257,CWE-134
17258,CWE-134
17259,CWE-134
17260,CWE-134
17261,CWE-134
17262,CWE-134
17263,CWE-134
17264,CWE-134
17265,CWE-134
17266,CWE-134
17267,CWE-134
17268,CWE-134
17269,CWE-015
17270,CWE-015
17271,CWE-015
17272,CWE-015
17273,CWE-015
17274,CWE-015
17275,CWE-015
17276,CWE-015
17277,CWE-015
17278,CWE-015
17279,CWE-015
17280,CWE-015
17281,CWE-015
17282,CWE-015
17283,CWE-015
17284,CWE-015
17285,CWE-015
17286,CWE-015
17287,CWE-015
17288,CWE-015
17289,CWE-015
17290,CWE-015
17291,CWE-015
17292,CWE-015
17293,CWE-015
17294,CWE-015
17295,CWE-015
17296,CWE-015
17297,CWE-015
17298,CWE-015
17299,CWE-015
17300,CWE-015
17301,CWE-015
17302,CWE-015
17303,CWE-015
17304,CWE-015
17305,CWE-015
17306,CWE-015
17307,CWE-015
17308,CWE-015
17309,CWE-015
17310,CWE-015
17311,CWE-015
17312,CWE-015
17313,CWE-015
17314,CWE-015
17315,CWE-015
17316,CWE-015
17317,CWE-176
17318,CWE-176
17319,CWE-176
17320,CWE-176
17321,CWE-176
17322,CWE-176
17323,CWE-176
17324,CWE-176
17325,CWE-176
17326,CWE-176
17327,CWE-176
17328,CWE-176
17329,CWE-176
17330,CWE-176
17331,CWE-176
17332,CWE-176
17333,CWE-176
17334,CWE-176
17335,CWE-176
17336,CWE-176
17337,CWE-176
17338,CWE-176
17339,CWE-176
17340,CWE-176
17341,CWE-176
17342,CWE-176
17343,CWE-176
17344,CWE-176
17345,CWE-176
17346,CWE-176
17347,CWE-176
17348,CWE-176
17349,CWE-176
17350,CWE-176
17351,CWE-176
17352,CWE-176
17353,CWE-176
17354,CWE-176
17355,CWE-176
17356,CWE-176
17357,CWE-176
17358,CWE-176
17359,CWE-176
17360,CWE-176
17361,CWE-176
17362,CWE-176
17363,CWE-176
17364,CWE-176
17365,CWE-188
17366,CWE-188
17367,CWE-188
17368,CWE-188
17369,CWE-188
17370,CWE-188
17371,CWE-188
17372,CWE-188
17373,CWE-188
17374,CWE-188
17375,CWE-188
17376,CWE-188
17377,CWE-188
17378,CWE-188
17379,CWE-188
17380,CWE-188
17381,CWE-188
17382,CWE-188
17383,CWE-188
17384,CWE-188
17385,CWE-188
17386,CWE-188
17387,CWE-188
17388,CWE-188
17389,CWE-188
17390,CWE-188
17391,CWE-188
17392,CWE-188
17393,CWE-188
17394,CWE-188
17395,CWE-188
17396,CWE-188
17397,CWE-188
17398,CWE-188
17399,CWE-188
17400,CWE-188
17401,CWE-190
17402,CWE-190
17403,CWE-190
17404,CWE-190
17405,CWE-190
17406,CWE-190
17407,CWE-190
17408,CWE-190
17409,CWE-190
17410,CWE-190
17411,CWE-190
17412,CWE-190
17413,CWE-190
17414,CWE-190
17415,CWE-190
17416,CWE-190
17417,CWE-190
17418,CWE-190
17419,CWE-190
17420,CWE-190
17421,CWE-190
17422,CWE-190
17423,CWE-190
17424,CWE-190
17425,CWE-190
17426,CWE-190
17427,CWE-190
17428,CWE-190
17429,CWE-190
17430,CWE-190
17431,CWE-190
17432,CWE-190
17433,CWE-190
17434,CWE-190
